idx,Paragraph Text,Binary Emotion Class/Score
145,"""See?"" Harry whispered. ","{'labels': ['neutral'], 'scores': [0.9995284]}"
146,"""I can't see anything."" ","{'labels': ['neutral'], 'scores': [0.9994885]}"
147,"""Look! Look at them all... there are loads of them..."" ","{'labels': ['neutral'], 'scores': [0.98566276]}"
148,"""I can only see you."" ","{'labels': ['neutral', 'positive'], 'scores': [0.965775, 0.8479631]}"
149,"""Look in it properly, go on, stand where I am."" ","{'labels': ['neutral'], 'scores': [0.9997335]}"
150,"Harry stepped aside, but with Ron in front of the mirror, he couldn't see his family anymore, just Ron in his paisley pajamas. ","{'labels': ['neutral'], 'scores': [0.99886936]}"
151,"Ron, though, was staring transfixed at his image. ","{'labels': ['neutral'], 'scores': [0.98262966]}"
152,"""Look at me!"" he said. ","{'labels': ['neutral'], 'scores': [0.99879634]}"
153,"""Can you see all your family standing around you?"" ","{'labels': ['ambiguous'], 'scores': [0.9979892]}"
154,"""No -- I'm alone -- but I'm different -- I look older -- and I'm head boy!"" ","{'labels': ['neutral'], 'scores': [0.9997937]}"
155,"""What?"" ","{'labels': ['neutral'], 'scores': [0.9711392]}"
156,"""I am -- I'm wearing the badge like Bill used to -- and I'm holding the house cup and the Quidditch cup -- I'm Quidditch captain, too."" ","{'labels': ['neutral'], 'scores': [0.99957186]}"
157,Ron tore his eyes away from this splendid sight to look excitedly at Harry. ,"{'labels': ['neutral', 'positive'], 'scores': [0.7216144, 0.8954074]}"
158,"""Do you think this mirror shows the future?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.44979012, 0.9969807]}"
159,"""How can it? All my family are dead -- let me have another look --"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.66143143, 0.9825402]}"
160,"""You had it to yourself all last night, give me a bit more time."" ","{'labels': ['positive'], 'scores': [0.9974861]}"
161,"""You're only holding the Quidditch cup, what's interesting about that? I want to see my parents."" ","{'labels': ['ambiguous'], 'scores': [0.9980981]}"
162,"""Don't push me --"" ","{'labels': ['negative', 'neutral'], 'scores': [0.9580701, 0.9833123]}"
163,A sudden noise outside in the corridor put an end to their discussion. They hadn't realized how loudly they had been talking. ,"{'labels': ['neutral'], 'scores': [0.9941586]}"
164,"""Quick!"" ","{'labels': ['neutral'], 'scores': [0.9994923]}"
165,"Ron threw the cloak back over them as the luminous eyes of Mrs. Norris came round the door. Ron and Harry stood quite still, both thinking the same thing -- did the cloak work on cats? After what seemed an age, she turned and left. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.4471609, 0.9969023]}"
166,"""This isn't safe -- she might have gone for Filch, I bet she heard us. Come on."" ","{'labels': ['neutral'], 'scores': [0.9996201]}"
167,And Ron pulled Harry out of the room. ,"{'labels': ['neutral'], 'scores': [0.9989452]}"
168,The snow still hadn't melted the next morning. ,"{'labels': ['negative', 'neutral'], 'scores': [0.97211075, 0.498773]}"
169,"""Want to play chess, Harry?"" said Ron. ","{'labels': ['neutral'], 'scores': [0.9742595]}"
170,"""No."" ","{'labels': ['negative', 'neutral'], 'scores': [0.75573254, 0.96330726]}"
171,"""Why don't we go down and visit Hagrid?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.41485164, 0.9883662]}"
172,"""No... you go..."" ","{'labels': ['negative', 'neutral'], 'scores': [0.96718776, 0.9688682]}"
173,"""I know what you're thinking about, Harry, that mirror. Don't go back tonight."" ","{'labels': ['neutral'], 'scores': [0.9993698]}"
174,"""Why not?"" ","{'labels': ['neutral'], 'scores': [0.9978205]}"
175,"""I dunno, I've just got a bad feeling about it -- and anyway, you've had too many close shaves already. Filch, Snape, and Mrs. Norris are wandering around. So what if they can't see you? What if they walk into you? What if you knock something over?"" ","{'labels': ['ambiguous', 'negative'], 'scores': [0.6391484, 0.9327913]}"
176,"""You sound like Hermione."" ","{'labels': ['neutral'], 'scores': [0.9983912]}"
177,"""I'm serious, Harry, don't go."" ","{'labels': ['negative'], 'scores': [0.9978417]}"
178,"But Harry only had one thought in his head, which was to get back in front of the mirror, and Ron wasn't going to stop him. ","{'labels': ['neutral'], 'scores': [0.9996561]}"
179,"That third night he found his way more quickly than before. He was walking so fast he knew he was making more noise than was wise, but he didn't meet anyone. ","{'labels': ['neutral'], 'scores': [0.9991211]}"
180,"And there were his mother and father smiling at him again, and one of his grandfathers nodding happily. Harry sank down to sit on the floor in front of the mirror. There was nothing to stop him from staying here all night with his family. Nothing at all. ","{'labels': ['neutral'], 'scores': [0.99632925]}"
181,Except -- ,"{'labels': ['neutral'], 'scores': [0.9968731]}"
182,"""So -- back again, Harry?"" ","{'labels': ['neutral'], 'scores': [0.9973502]}"
183,"Harry felt as though his insides had turned to ice. He looked behind him. Sitting on one of the desks by the wall was none other than Albus Dumbledore. Harry must have walked straight past him, so desperate to get to the mirror he hadn't noticed him. ","{'labels': ['neutral'], 'scores': [0.9539231]}"
184,"""I -- I didn't see you, sir."" ","{'labels': ['neutral'], 'scores': [0.997586]}"
185,"""Strange how nearsighted being invisible can make you,"" said Dumbledore, and Harry was relieved to see that he was smiling. ","{'labels': ['positive'], 'scores': [0.9993793]}"
186,"""So,"" said Dumbledore, slipping off the desk to sit on the floor with Harry, ""you, like hundreds before you, have discovered the delights of the Mirror of Erised."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.583173, 0.986863]}"
187,"""I didn't know it was called that, Sir."" ","{'labels': ['ambiguous'], 'scores': [0.9833151]}"
188,"""But I expect you've realized by now what it does?"" ","{'labels': ['ambiguous'], 'scores': [0.99691606]}"
189,"""It -- well -- it shows me my family --"" ","{'labels': ['neutral'], 'scores': [0.99925]}"
190,"""And it showed your friend Ron himself as head boy."" ","{'labels': ['neutral'], 'scores': [0.99940515]}"
191,"""How did you know --?"" ","{'labels': ['ambiguous'], 'scores': [0.91438156]}"
192,"""I don't need a cloak to become invisible,"" said Dumbledore gently. ""Now, can you think what the Mirror of Erised shows us all?"" ","{'labels': ['neutral'], 'scores': [0.9970284]}"
193,Harry shook his head. ,"{'labels': ['neutral'], 'scores': [0.9994523]}"
194,"""Let me explain. The happiest man on earth would be able to use the Mirror of Erised like a normal mirror, that is, he would look into it and see himself exactly as he is. Does that help?"" ","{'labels': ['ambiguous'], 'scores': [0.9980432]}"
195,"Harry thought. Then he said slowly, ""It shows us what we want... whatever we want..."" ","{'labels': ['neutral'], 'scores': [0.99918336]}"
196,"""Yes and no,"" said Dumbledore quietly. ""It shows us nothing more or less than the deepest, most desperate desire of our hearts. You, who have never known your family, see them standing around you. Ronald Weasley, who has always been overshadowed by his brothers, sees himself standing alone, the best of all of them. However, this mirror will give us neither knowledge or truth. Men have wasted away before it, entranced by what they have seen, or been driven mad, not knowing if what it shows is real or even possible. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.83876705, 0.6631578]}"
197,"""The Mirror will be moved to a new home tomorrow, Harry, and I ask you not to go looking for it again. If you ever do run across it, you will now be prepared. It does not do to dwell on dreams and forget to live, remember that. Now, why don't you put that admirable cloak back on and get off to bed?"" ","{'labels': ['neutral', 'positive'], 'scores': [0.99208015, 0.77096254]}"
198,Harry stood up. ,"{'labels': ['neutral'], 'scores': [0.99945897]}"
199,"""Sir -- Professor Dumbledore? Can I ask you something?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.8839047, 0.68846023]}"
200,"""Obviously, you've just done so,"" Dumbledore smiled. ""You may ask me one more thing, however."" ","{'labels': ['neutral', 'positive'], 'scores': [0.85729855, 0.9442187]}"
201,"""What do you see when you look in the mirror?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.7622777, 0.93413657]}"
202,"""I? I see myself holding a pair of thick, woolen socks."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.34295487, 0.99709916]}"
203,Harry stared. ,"{'labels': ['neutral'], 'scores': [0.99894685]}"
204,"""One can never have enough socks,"" said Dumbledore. ""Another Christmas has come and gone and I didn't get a single pair. People will insist on giving me books."" ","{'labels': ['neutral'], 'scores': [0.9987191]}"
205,"It was only when he was back in bed that it struck Harry that Dumbledore might not have been quite truthful. But then, he thought, as he shoved Scabbers off his pillow, it had been quite a personal question. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.8151295, 0.98737437]}"
