idx,Paragraph Text,Binary Emotion Class/Score
169,"""Peeves,"" Percy whispered to the first years. ""A poltergeist."" He raised his voice, ""Peeves -- show yourself."" ","{'labels': ['neutral'], 'scores': [0.9996499]}"
170,"A loud, rude sound, like the air being let out of a balloon, answered. ","{'labels': ['negative', 'neutral'], 'scores': [0.99558014, 0.60946923]}"
171,"""Do you want me to go to the Bloody Baron?"" ","{'labels': ['ambiguous'], 'scores': [0.90811443]}"
172,"There was a pop, and a little man with wicked, dark eyes and a wide mouth appeared, floating cross-legged in the air, clutching the walking sticks. ","{'labels': ['neutral'], 'scores': [0.99874675]}"
173,"""Oooooooh!"" he said, with an evil cackle. ""Ickle Firsties! What fun!"" ","{'labels': ['positive'], 'scores': [0.999255]}"
174,He swooped suddenly at them. They all ducked. ,"{'labels': ['neutral'], 'scores': [0.9996119]}"
175,"""Go away, Peeves, or the Baron'll hear about this, I mean it!"" barked Percy. ","{'labels': ['neutral'], 'scores': [0.999356]}"
176,"Peeves stuck out his tongue and vanished, dropping the walking sticks on Neville's head. They heard him zooming away, rattling coats of armor as he passed. ","{'labels': ['neutral'], 'scores': [0.99828666]}"
177,"""You want to watch out for Peeves,"" said Percy, as they set off again. ""The Bloody Baron's the only one who can control him, he won't even listen to us prefects. Here we are."" ","{'labels': ['neutral'], 'scores': [0.9996482]}"
178,"At the very end of the corridor hung a portrait of a very fat woman in a pink silk dress. ""Password?"" she said. ","{'labels': ['neutral'], 'scores': [0.9988426]}"
179,"""Caput Draconis,"" said Percy, and the portrait swung forward to reveal a round hole in the wall. They all scrambled through it -- Neville needed a leg up -- and found themselves in the Gryffindor common room, a cozy, round room full of squashy armchairs. ","{'labels': ['neutral'], 'scores': [0.99849176]}"
180,"Percy directed the girls through one door to their dormitory and the boys through another. At the top of a spiral staircase -- they were obviously in one of the towers -- they found their beds at last: five four-posters hung with deep red, velvet curtains. Their trunks had already been brought up. Too tired to talk much, they pulled on their pajamas and fell into bed. ","{'labels': ['neutral'], 'scores': [0.9981876]}"
181,"""Great food, isn't it?"" Ron muttered to Harry through the hangings. ""Get off, Scabbers! He's chewing my sheets."" ","{'labels': ['negative', 'positive'], 'scores': [0.80600125, 0.9979569]}"
182,"Harry was going to ask Ron if he'd had any of the treacle tart, but he fell asleep almost at once. ","{'labels': ['neutral'], 'scores': [0.99635017]}"
183,"Perhaps Harry had eaten a bit too much, because he had a very strange dream. He was wearing Professor Quirrell's turban, which kept talking to him, telling him he must transfer to Slytherin at once, because it was his destiny. Harry told the turban he didn't want to be in Slytherin; it got heavier and heavier; he tried to pull it off but it tightened painfully -- and there was Malfoy, laughing at him as he struggled with it -- then Malfoy turned into the hook-nosed teacher, Snape, whose laugh became high and cold -- there was a burst of green light and Harry woke, sweating and shaking. ","{'labels': ['neutral'], 'scores': [0.9990608]}"
184,"He rolled over and fell asleep again, and when he woke next day, he didn't remember the dream at all. ","{'labels': ['neutral'], 'scores': [0.98275054]}"
