idx,Paragraph Text,Binary Emotion Class/Score
183,"""He's gone!"" ","{'labels': ['negative', 'neutral'], 'scores': [0.8308678, 0.73725975]}"
184,"""Well, you can't expect him to hang around all day,"" said Ron. ""He'll be back. No, I've got Morgana again and I've got about six of her... do you want it? You can start collecting."" ","{'labels': ['neutral'], 'scores': [0.9994516]}"
185,Ron's eyes strayed to the pile of Chocolate Frogs waiting to be unwrapped. ,"{'labels': ['neutral'], 'scores': [0.99951506]}"
186,"""Help yourself,"" said Harry. ""But in, you know, the Muggle world, people just stay put in photos."" ","{'labels': ['neutral'], 'scores': [0.9991455]}"
187,"""Do they? What, they don't move at all?"" Ron sounded amazed. ""Weird!"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.9787323, 0.46366808]}"
188,"Harry stared as Dumbledore sidled back into the picture on his card and gave him a small smile. Ron was more interested in eating the frogs than looking at the Famous Witches and Wizards cards, but Harry couldn't keep his eyes off them. Soon he had not only Dumbledore and Morgana, but Hengist of Woodcroft, Alberic Grunnion, Circe, Paracelsus, and Merlin. He finally tore his eyes away from the Druidess Cliodna, who was scratching her nose, to open a bag of Bertie Bott's Every Flavor Beans. ","{'labels': ['neutral'], 'scores': [0.99920803]}"
189,"""You want to be careful with those,"" Ron warned Harry. ""When they say every flavor, they mean every flavor -- you know, you get all the ordinary ones like chocolate and peppermint and marmalade, but then you can get spinach and liver and tripe. George reckons he had a booger-flavored one once."" ","{'labels': ['neutral'], 'scores': [0.99979943]}"
190,"Ron picked up a green bean, looked at it carefully, and bit into a corner. ","{'labels': ['neutral'], 'scores': [0.9988857]}"
191,"""Bleaaargh -- see? Sprouts."" ","{'labels': ['neutral'], 'scores': [0.99909973]}"
192,"They had a good time eating the Every Flavor Beans. Harry got toast, coconut, baked bean, strawberry, curry, grass, coffee, sardine, and was even brave enough to nibble the end off a funny gray one Ron wouldn't touch, which turned out to be pepper. ","{'labels': ['positive'], 'scores': [0.9981547]}"
193,"The countryside now flying past the window was becoming wilder. The neat fields had gone. Now there were woods, twisting rivers, and dark green hills. ","{'labels': ['positive'], 'scores': [0.970076]}"
194,There was a knock on the door of their compartment and the round-faced boy Harry had passed on platform nine and three-quarters came in. He looked tearful. ,"{'labels': ['negative'], 'scores': [0.9975217]}"
195,"""Sorry,"" he said, ""but have you seen a toad at all?"" ","{'labels': ['negative'], 'scores': [0.9128336]}"
196,"When they shook their heads, he wailed, ""I've lost him! He keeps getting away from me!"" ","{'labels': ['negative', 'neutral'], 'scores': [0.9848556, 0.841288]}"
197,"""He'll turn up,"" said Harry. ","{'labels': ['neutral'], 'scores': [0.99944764]}"
198,"""Yes,"" said the boy miserably. ""Well, if you see him..."" ","{'labels': ['negative', 'neutral'], 'scores': [0.35467893, 0.8775014]}"
199,He left. ,"{'labels': ['neutral'], 'scores': [0.99880004]}"
200,"""Don't know why he's so bothered,"" said Ron. ""If I'd brought a toad I'd lose it as quick as I could. Mind you, I brought Scabbers, so I can't talk."" ","{'labels': ['neutral'], 'scores': [0.99903995]}"
201,The rat was still snoozing on Ron's lap. ,"{'labels': ['neutral'], 'scores': [0.9984836]}"
202,"""He might have died and you wouldn't know the difference,"" said Ron in disgust. ""I tried to turn him yellow yesterday to make him more interesting, but the spell didn't work. I'll show you, look..."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9867807, 0.92457837]}"
203,He rummaged around in his trunk and pulled out a very battered-looking wand. It was chipped in places and something white was glinting at the end. ,"{'labels': ['neutral'], 'scores': [0.9971929]}"
204,"""Unicorn hair's nearly poking out. Anyway --"" ","{'labels': ['neutral'], 'scores': [0.9994879]}"
205,"He had just raised his wand when the compartment door slid open again. The toadless boy was back, but this time he had a girl with him. She was already wearing her new Hogwarts robes. ","{'labels': ['neutral'], 'scores': [0.99904937]}"
206,"""Has anyone seen a toad? Neville's lost one,"" she said. She had a bossy sort of voice, lots of bushy brown hair, and rather large front teeth. ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.45074442, 0.98569065]}"
207,"""We've already told him we haven't seen it,"" said Ron, but the girl wasn't listening, she was looking at the wand in his hand. ","{'labels': ['neutral'], 'scores': [0.99967265]}"
208,"""Oh, are you doing magic? Let's see it, then."" ","{'labels': ['ambiguous'], 'scores': [0.9993135]}"
209,She sat down. Ron looked taken aback. ,"{'labels': ['neutral'], 'scores': [0.98997927]}"
210,"""Er -- all right."" ","{'labels': ['neutral', 'positive'], 'scores': [0.46482816, 0.9965971]}"
211,He cleared his throat. ,"{'labels': ['neutral'], 'scores': [0.9980155]}"
212,"""Sunshine, daisies, butter mellow, Turn this stupid, fat rat yellow."" ","{'labels': ['neutral'], 'scores': [0.9979424]}"
213,"He waved his wand, but nothing happened. Scabbers stayed gray and fast asleep. ","{'labels': ['neutral'], 'scores': [0.9993338]}"
214,"""Are you sure that's a real spell?"" said the girl. ""Well, it's not very good, is it? I've tried a few simple spells just for practice and it's all worked for me. Nobody in my family's magic at all, it was ever such a surprise when I got my letter, but I was ever so pleased, of course, I mean, it's the very best school of witchcraft there is, I've heard -- I've learned all our course books by heart, of course, I just hope it will be enough -- I'm Hermione Granger, by the way, who are you?"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.86821055, 0.99464464]}"
215,She said all this very fast. ,"{'labels': ['neutral'], 'scores': [0.99952245]}"
216,"Harry looked at Ron, and was relieved to see by his stunned face that he hadn't learned all the course books by heart either. ","{'labels': ['positive'], 'scores': [0.9994301]}"
217,"""I'm Ron Weasley,"" Ron muttered. ","{'labels': ['neutral'], 'scores': [0.99889296]}"
218,"""Harry Potter,"" said Harry. ","{'labels': ['neutral'], 'scores': [0.8030518]}"
219,"""Are you really?"" said Hermione. ""I know all about you, of course -- I got a few extra books, for background reading, and you're in Modern Magical History and The Rise and Fall of the Dark Arts and Great Wizarding Events of the Twentieth Century."" ","{'labels': ['neutral'], 'scores': [0.9864477]}"
220,"""Am I?"" said Harry, feeling dazed. ","{'labels': ['ambiguous'], 'scores': [0.99733007]}"
221,"""Goodness, didn't you know, I'd have found out everything I could if it was me,"" said Hermione. ""Do either of you know what house you'll be in? I've been asking around, and I hope I'm in Gryffindor, it sounds by far the best; I hear Dumbledore himself was in it, but I suppose Ravenclaw wouldn't be too bad... Anyway, we'd better go and look for Neville's toad. You two had better change, you know, I expect we'll be there soon."" ","{'labels': ['positive'], 'scores': [0.99876773]}"
222,"And she left, taking the toadless boy with her. ","{'labels': ['neutral'], 'scores': [0.9986511]}"
223,"""Whatever house I'm in, I hope she's not in it,"" said Ron. He threw his wand back into his trunk. ""Stupid spell -- George gave it to me, bet he knew it was a dud."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9101659, 0.9399518]}"
224,"""What house are your brothers in?"" asked Harry. ","{'labels': ['ambiguous'], 'scores': [0.99864835]}"
225,"""Gryffindor,"" said Ron. Gloom seemed to be settling on him again. ""Mom and Dad were in it, too. I don't know what they'll say if I'm not. I don't suppose Ravenclaw would be too bad, but imagine if they put me in Slytherin."" ","{'labels': ['neutral'], 'scores': [0.9982488]}"
226,"""That's the house Vol-, I mean, You-Know-Who was in?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.9885616, 0.6315724]}"
227,"""Yeah,"" said Ron. He flopped back into his seat, looking depressed. ","{'labels': ['negative'], 'scores': [0.99581665]}"
228,"""You know, I think the ends of Scabbers' whiskers are a bit lighter,"" said Harry, trying to take Ron's mind off houses. ""So what do your oldest brothers do now that they've left, anyway?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.8949586, 0.9680544]}"
229,Harry was wondering what a wizard did once he'd finished school. ,"{'labels': ['ambiguous'], 'scores': [0.99907625]}"
230,"""Charlie's in Romania studying dragons, and Bill's in Africa doing something for Gringotts,"" said Ron. ""Did you hear about Gringotts? It's been all over the Daily Prophet, but I don't suppose you get that with the Muggles -- someone tried to rob a high security vault."" ","{'labels': ['neutral'], 'scores': [0.99813604]}"
231,Harry stared. ,"{'labels': ['neutral'], 'scores': [0.99894685]}"
232,"""Really? What happened to them?"" ","{'labels': ['ambiguous'], 'scores': [0.9875065]}"
233,"""Nothing, that's why it's such big news. They haven't been caught. My dad says it must've been a powerful Dark wizard to get round Gringotts, but they don't think they took anything, that's what's odd. 'Course, everyone gets scared when something like this happens in case You-Know-Who's behind it."" ","{'labels': ['negative'], 'scores': [0.99255264]}"
234,"Harry turned this news over in his mind. He was starting to get a prickle of fear every time You-Know-Who was mentioned. He supposed this was all part of entering the magical world, but it had been a lot more comfortable saying ""Voldemort"" without worrying. ","{'labels': ['neutral'], 'scores': [0.999059]}"
235,"""What's your Quidditch team?"" Ron asked. ","{'labels': ['ambiguous'], 'scores': [0.99793434]}"
236,"""Er -- I don't know any."" Harry confessed. ","{'labels': ['neutral'], 'scores': [0.9889747]}"
237,"""What!"" Ron looked dumbfounded. ""Oh, you wait, it's the best game in the world --"" And he was off, explaining all about the four balls and the positions of the seven players, describing famous games he'd been to with his brothers and the broomstick he'd like to get if he had the money. He was just taking Harry through the finer points of the game when the compartment door slid open yet again, but it wasn't Neville the toadless boy, or Hermione Granger this time. ","{'labels': ['ambiguous', 'negative'], 'scores': [0.75000054, 0.5533653]}"
238,"Three boys entered, and Harry recognized the middle one at once: it was the pale boy from Madam Malkin's robe shop. He was looking at Harry with a lot more interest than he'd shown back in Diagon Alley. ","{'labels': ['neutral'], 'scores': [0.99834645]}"
239,"""Is it true?"" he said. ""They're saying all down the train that Harry Potter's in this compartment. So it's you, is it?"" ","{'labels': ['ambiguous'], 'scores': [0.99906915]}"
240,"""Yes,"" said Harry. He was looking at the other boys. Both of them were thickset and looked extremely mean. Standing on either side of the pale boy, they looked like bodyguards. ","{'labels': ['neutral'], 'scores': [0.9989587]}"
241,"""Oh, this is Crabbe and this is Goyle,"" said the pale boy carelessly, noticing where Harry was looking. ""And my name's Malfoy, Draco Malfoy."" ","{'labels': ['neutral'], 'scores': [0.9996674]}"
242,"Ron gave a slight cough, which might have been hiding a snigger. Draco Malfoy looked at him. ","{'labels': ['neutral'], 'scores': [0.9994342]}"
243,"""Think my name's funny, do you? No need to ask who you are. My father told me all the Weasleys have red hair, freckles, and more children than they can afford."" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.9961908, 0.964481]}"
244,"He turned back to Harry. ""You'll soon find out some wizarding families are much better than others, Potter. You don't want to go making friends with the wrong sort. I can help you there."" ","{'labels': ['positive'], 'scores': [0.9992119]}"
245,"He held out his hand to shake Harry's, but Harry didn't take it. ","{'labels': ['neutral'], 'scores': [0.9993789]}"
246,"""I think I can tell who the wrong sort are for myself, thanks,"" he said coolly. ","{'labels': ['positive'], 'scores': [0.9990928]}"
247,"Draco Malfoy didn't go red, but a pink tinge appeared in his pale cheeks. ","{'labels': ['neutral'], 'scores': [0.99961144]}"
248,"""I'd be careful if I were you, Potter,"" he said slowly. ""Unless you're a bit politer you'll go the same way as your parents. They didn't know what was good for them, either. You hang around with riffraff like the Weasleys and that Hagrid, and it'll rub off on you."" ","{'labels': ['neutral'], 'scores': [0.99883026]}"
249,Both Harry and Ron stood up. ,"{'labels': ['neutral'], 'scores': [0.9994943]}"
250,"""Say that again,"" Ron said, his face as red as his hair. ","{'labels': ['negative', 'neutral'], 'scores': [0.8075094, 0.7757709]}"
251,"""Oh, you're going to fight us, are you?"" Malfoy sneered. ","{'labels': ['neutral'], 'scores': [0.999129]}"
252,"""Unless you get out now,"" said Harry, more bravely than he felt, because Crabbe and Goyle were a lot bigger than him or Ron. ","{'labels': ['positive'], 'scores': [0.9988757]}"
253,"""But we don't feet like leaving, do we, boys? We've eaten all our food and you still seem to have some."" ","{'labels': ['neutral'], 'scores': [0.9986411]}"
254,"Goyle reached toward the Chocolate Frogs next to Ron -- Ron leapt forward, but before he'd so much as touched Goyle, Goyle let out a horrible yell. ","{'labels': ['negative', 'neutral'], 'scores': [0.97887385, 0.98060316]}"
255,"Scabbers the rat was hanging off his finger, sharp little teeth sunk deep into Goyle's knuckle -- Crabbe and Malfoy backed away as Goyle swung Scabbers round and round, howling, and when Scabbers finally flew off and hit the window, all three of them disappeared at once. Perhaps they thought there were more rats lurking among the sweets, or perhaps they'd heard footsteps, because a second later, Hermione Granger had come in. ","{'labels': ['neutral'], 'scores': [0.9991604]}"
256,"""What has been going on?"" she said, looking at the sweets all over the floor and Ron picking up Scabbers by his tail. ","{'labels': ['neutral'], 'scores': [0.99755764]}"
257,"""I think he's been knocked out,"" Ron said to Harry. He looked closer at Scabbers. ""No -- I don't believe it -- he's gone back to sleep."" ","{'labels': ['negative', 'neutral'], 'scores': [0.9836337, 0.80337495]}"
258,And so he had. ,"{'labels': ['neutral'], 'scores': [0.9989317]}"
259,"""You've met Malfoy before?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.77331954, 0.91434443]}"
260,Harry explained about their meeting in Diagon Alley. ,"{'labels': ['neutral'], 'scores': [0.99912363]}"
261,"""I've heard of his family,"" said Ron darkly. ""They were some of the first to come back to our side after You-Know-Who disappeared. Said they'd been bewitched. My dad doesn't believe it. He says Malfoy's father didn't need an excuse to go over to the Dark Side."" He turned to Hermione. ""Can we help you with something?"" ","{'labels': ['ambiguous'], 'scores': [0.957467]}"
262,"""You'd better hurry up and put your robes on, I've just been up to the front to ask the conductor, and he says we're nearly there. You haven't been fighting, have you? You'll be in trouble before we even get there!"" ","{'labels': ['neutral'], 'scores': [0.9902896]}"
263,"""Scabbers has been fighting, not us,"" said Ron, scowling at her. ""Would you mind leaving while we change?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.8809495, 0.30861792]}"
264,"""All right -- I only came in here because people outside are behaving very childishly, racing up and down the corridors,"" said Hermione in a sniffy voice. ""And you've got dirt on your nose, by the way, did you know?"" ","{'labels': [], 'scores': []}"
265,Ron glared at her as she left. Harry peered out of the window. It was getting dark. He could see mountains and forests under a deep purple sky. The train did seem to be slowing down. ,"{'labels': ['neutral'], 'scores': [0.99949014]}"
266,"He and Ron took off their jackets and pulled on their long black robes. Ron's were a bit short for him, you could see his sneakers underneath them. ","{'labels': ['neutral'], 'scores': [0.9993987]}"
267,"A voice echoed through the train: ""We will be reaching Hogwarts in five minutes' time. Please leave your luggage on the train, it will be taken to the school separately."" ","{'labels': ['neutral'], 'scores': [0.9995964]}"
268,"Harry's stomach lurched with nerves and Ron, he saw, looked pale under his freckles. They crammed their pockets with the last of the sweets and joined the crowd thronging the corridor. ","{'labels': ['neutral'], 'scores': [0.96998346]}"
269,"The train slowed right down and finally stopped. People pushed their way toward the door and out on to a tiny, dark platform. Harry shivered in the cold night air. Then a lamp came bobbing over the heads of the students, and Harry heard a familiar voice: ""Firs' years! Firs' years over here! All right there, Harry?"" ","{'labels': ['neutral'], 'scores': [0.9985846]}"
270,Hagrid's big hairy face beamed over the sea of heads. ,"{'labels': ['neutral'], 'scores': [0.9993105]}"
271,"""C'mon, follow me -- any more firs' years? Mind yer step, now! Firs' years follow me!"" ","{'labels': ['neutral'], 'scores': [0.99894255]}"
272,"Slipping and stumbling, they followed Hagrid down what seemed to be a steep, narrow path. It was so dark on either side of them that Harry thought there must be thick trees there. Nobody spoke much. Neville, the boy who kept losing his toad, sniffed once or twice. ","{'labels': ['neutral'], 'scores': [0.9992072]}"
273,"""Yeh'll get yer firs' sight o' Hogwarts in a sec,"" Hagrid called over his shoulder, ""jus' round this bend here."" ","{'labels': ['neutral'], 'scores': [0.99923205]}"
274,"There was a loud ""Oooooh!"" ","{'labels': ['neutral'], 'scores': [0.93995494]}"
275,"The narrow path had opened suddenly onto the edge of a great black lake. Perched atop a high mountain on the other side, its windows sparkling in the starry sky, was a vast castle with many turrets and towers. ","{'labels': ['ambiguous', 'positive'], 'scores': [0.6759613, 0.97875]}"
276,"""No more'n four to a boat!"" Hagrid called, pointing to a fleet of little boats sitting in the water by the shore. Harry and Ron were followed into their boat by Neville and Hermione. ","{'labels': ['neutral'], 'scores': [0.9991166]}"
277,"""Everyone in?"" shouted Hagrid, who had a boat to himself. ""Right then -- FORWARD!"" ","{'labels': ['neutral'], 'scores': [0.9991117]}"
278,"And the fleet of little boats moved off all at once, gliding across the lake, which was as smooth as glass. Everyone was silent, staring up at the great castle overhead. It towered over them as they sailed nearer and nearer to the cliff on which it stood. ","{'labels': ['neutral'], 'scores': [0.9978071]}"
279,"""Heads down!"" yelled Hagrid as the first boats reached the cliff; they all bent their heads and the little boats carried them through a curtain of ivy that hid a wide opening in the cliff face. They were carried along a dark tunnel, which seemed to be taking them right underneath the castle, until they reached a kind of underground harbor, where they clambered out onto rocks and pebbles. ","{'labels': ['neutral'], 'scores': [0.9993144]}"
280,"""Oy, you there! Is this your toad?"" said Hagrid, who was checking the boats as people climbed out of them. ","{'labels': ['neutral'], 'scores': [0.99837756]}"
281,"""Trevor!"" cried Neville blissfully, holding out his hands. Then they clambered up a passageway in the rock after Hagrid's lamp, coming out at last onto smooth, damp grass right in the shadow of the castle. ","{'labels': ['neutral', 'positive'], 'scores': [0.9424876, 0.85634774]}"
282,"They walked up a flight of stone steps and crowded around the huge, oak front door. ","{'labels': ['neutral'], 'scores': [0.96036184]}"
283,"""Everyone here? You there, still got yer toad?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.97337747, 0.38189793]}"
284,Hagrid raised a gigantic fist and knocked three times on the castle door. ,"{'labels': ['neutral'], 'scores': [0.9985727]}"
