idx,Paragraph Text,Binary Emotion Class/Score
150,Bane kicked his back legs in anger. ,"{'labels': ['negative'], 'scores': [0.9976947]}"
151,"""For the best! What is that to do with us? Centaurs are concerned with what has been foretold! It is not our business to run around like donkeys after stray humans in our forest!"" ","{'labels': ['ambiguous', 'negative', 'positive'], 'scores': [0.99730814, 0.3620809, 0.9982249]}"
152,"Firenze suddenly reared on to his hind legs in anger, so that Harry had to grab his shoulders to stay on. ","{'labels': ['negative'], 'scores': [0.99588084]}"
153,"""Do you not see that unicorn?"" Firenze bellowed at Bane. ""Do you not understand why it was killed? Or have the planets not let you in on that secret? I set myself against what is lurking in this forest, Bane, yes, with humans alongside me if I must."" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.8323289, 0.9784092]}"
154,"And Firenze whisked around; with Harry clutching on as best he could, they plunged off into the trees, leaving Ronan and Bane behind them. ","{'labels': ['neutral'], 'scores': [0.99916065]}"
155,Harry didn't have a clue what was going on. ,"{'labels': ['ambiguous', 'neutral'], 'scores': [0.9887094, 0.5995127]}"
156,"""Why's Bane so angry?"" he asked. ""What was that thing you saved me from, anyway?"" ","{'labels': ['ambiguous'], 'scores': [0.99643314]}"
157,"Firenze slowed to a walk, warned Harry to keep his head bowed in case of low-hanging branches, but did not answer Harry's question. They made their way through the trees in silence for so long that Harry thought Firenze didn't want to talk to him anymore. They were passing through a particularly dense patch of trees, however, when Firenze suddenly stopped. ","{'labels': ['neutral'], 'scores': [0.9984604]}"
158,"""Harry Potter, do you know what unicorn blood is used for?"" ","{'labels': ['ambiguous'], 'scores': [0.99902344]}"
159,"""No,"" said Harry, startled by the odd question. ""We've only used the horn and tail hair in Potions."" ","{'labels': ['ambiguous'], 'scores': [0.99842095]}"
160,"""That is because it is a monstrous thing, to slay a unicorn,"" said Firenze. ""Only one who has nothing to lose, and everything to gain, would commit such a crime. The blood of a unicorn will keep you alive, even if you are an inch from death, but at a terrible price. You have slain something pure and defenseless to save yourself, and you will have but a half-life, a cursed life, from the moment the blood touches your lips."" ","{'labels': ['negative', 'neutral'], 'scores': [0.992463, 0.50145257]}"
161,"Harry stared at the back of Firenze's head, which was dappled silver in the moonlight. ","{'labels': ['neutral'], 'scores': [0.99905473]}"
162,"""But who'd be that desperate?"" he wondered aloud. ""If you're going to be cursed forever, death's better, isn't it?"" ","{'labels': ['ambiguous'], 'scores': [0.99906033]}"
163,"""It is,"" Firenze agreed, ""unless all you need is to stay alive long enough to drink something else -- something that will bring you back to full strength and power -- something that will mean you can never die. Mr. Potter, do you know what is hidden in the school at this very moment?"" ","{'labels': ['positive'], 'scores': [0.9997031]}"
164,"""The Sorcerer's Stone! Of course -- the Elixir of Life! But I don't understand who --"" ","{'labels': ['ambiguous'], 'scores': [0.9989679]}"
165,"""Can you think of nobody who has waited many years to return to power, who has clung to life, awaiting their chance?"" ","{'labels': ['ambiguous', 'neutral'], 'scores': [0.9798037, 0.6940475]}"
166,"It was as though an iron fist had clenched suddenly around Harry's heart. Over the rustling of the trees, he seemed to hear once more what Hagrid had told him on the night they had met: ""Some say he died. Codswallop, in my opinion. Dunno if he had enough human left in him to die."" ","{'labels': ['neutral'], 'scores': [0.99874485]}"
167,"""Do you mean,"" Harry croaked, ""that was Vol- "" ","{'labels': ['neutral'], 'scores': [0.99930084]}"
168,"""Harry! Harry, are you all right?"" ","{'labels': ['ambiguous', 'positive'], 'scores': [0.90163165, 0.65307474]}"
169,"Hermione was running toward them down the path, Hagrid puffing along behind her. ","{'labels': ['neutral'], 'scores': [0.99906665]}"
170,"""I'm fine,"" said Harry, hardly knowing what he was saying. ""The unicorn's dead, Hagrid, it's in that clearing back there."" ","{'labels': ['neutral'], 'scores': [0.41883782]}"
171,"""This is where I leave you,"" Firenze murmured as Hagrid hurried off to examine the unicorn. ""You are safe now."" ","{'labels': ['positive'], 'scores': [0.99925894]}"
172,Harry slid off his back. ,"{'labels': ['neutral'], 'scores': [0.99861884]}"
173,"""Good luck, Harry Potter,"" said Firenze. ""The planets have been read wrongly before now, even by centaurs. I hope this is one of those times."" ","{'labels': ['positive'], 'scores': [0.99948275]}"
174,"He turned and cantered back into the depths of the forest, leaving Harry shivering behind him. ","{'labels': ['neutral'], 'scores': [0.9989411]}"
175,"Ron had fallen asleep in the dark common room, waiting for them to return. He shouted something about Quidditch fouls when Harry roughly shook him awake. In a matter of seconds, though, he was wide-eyed as Harry began to tell him and Hermione what had happened in the forest. ","{'labels': ['neutral'], 'scores': [0.99847835]}"
176,Harry couldn't sit down. He paced up and down in front of the fire. He was still shaking. ,"{'labels': ['neutral'], 'scores': [0.9984554]}"
177,"""Snape wants the stone for Voldemort... and Voldemort's waiting in the forest... and all this time we thought Snape just wanted to get rich..."" ","{'labels': ['neutral'], 'scores': [0.99956733]}"
178,"""Stop saying the name!"" said Ron in a terrified whisper, as if he thought Voldemort could hear them. ","{'labels': ['negative'], 'scores': [0.9982027]}"
179,Harry wasn't listening. ,"{'labels': ['neutral'], 'scores': [0.99951804]}"
180,"""Firenze saved me, but he shouldn't have done so... Bane was furious... he was talking about interfering with what the planets say is going to happen... They must show that Voldemort's coming back... Bane thinks Firenze should have let Voldemort kill me... I suppose that's written in the stars as well."" ","{'labels': ['neutral'], 'scores': [0.99911994]}"
181,"""Will you stop saying the name!"" Ron hissed. ","{'labels': ['negative', 'neutral'], 'scores': [0.99805605, 0.68424195]}"
182,"""So all I've got to wait for now is Snape to steal the Stone,"" Harry went on feverishly, ""then Voldemort will be able to come and finish me off... Well, I suppose Bane'll be happy."" ","{'labels': ['neutral'], 'scores': [0.98942393]}"
183,"Hermione looked very frightened, but she had a word of comfort. ","{'labels': ['positive'], 'scores': [0.9961815]}"
184,"""Harry, everyone says Dumbledore's the only one You-Know-Who was ever afraid of, with Dumbledore around, You-Know-Who won't touch you. Anyway, who says the centaurs are right? It sounds like fortune-telling to me, and Professor McGonagall says that's a very imprecise branch of magic."" ","{'labels': ['negative'], 'scores': [0.96471524]}"
185,"The sky had turned light before they stopped talking. They went to bed exhausted, their throats sore. But the night's surprises weren't over. ","{'labels': ['ambiguous'], 'scores': [0.8507695]}"
186,"When Harry pulled back his sheets, he found his invisibility cloak folded neatly underneath them. There was a note pinned to it: ","{'labels': ['neutral'], 'scores': [0.998992]}"
187,Just in case. ,"{'labels': ['neutral'], 'scores': [0.9992041]}"
